chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21
-1.4498938541313446,1.7007588651420218,0.2318298685437673,0.3565899228955815,0.6030509898375087,-0.5851642218031992,0.7098706696688657,-0.21038241064022234,-0.6894620828691292,0.3116216356183256,-0.8943671797112867,-0.6289308666196187,0.44240429274254833,-2.688937915554875,0.1870681613531485,0.4074270653653404,-0.1922457016660831,0.5145648852707893,-0.6644194374383848,2.1248785082903425,-0.413276265836442,-2.1862986695443474,1.2070024436535758,-2.083044672992886,-1.0583996338884583,-0.49510733211507973
-1.5527704288375928,0.3679607471653946,-0.6040547354069791,-0.8210581910473249,-1.1784909745529581,-0.3464110009062555,0.6509197779572913,-1.0321774230141487,-1.8757190075935362,-0.29073502034076926,-0.3818979052230001,-0.32249729948145833,-1.3318895909232595,-1.5551823770300937,0.23453747589434107,0.6966775069110248,-1.2430461731535802,1.266887783901348,-1.3987010609895978,0.9705449079340477,-1.360346889430102,-2.8270667579988498,1.2874702489489878,-2.4112365867980787,0.13870052395247623,0.07832154224752451
0.9655855886092816,-0.37550685456720684,-0.613422512068759,0.28267695806140614,-0.5553439614522028,-0.6662744023296275,-0.3537796861539428,1.5223271457998317,0.672128286900691,0.5684275306202884,1.5202143261976226,1.2109223415880368,-0.5138840852892275,0.9440299932901584,0.42146010627654645,0.015675113605208412,-0.3192863153803431,1.3847908013254964,0.23636764056782517,-0.23916591254542924,0.6651968121811794,1.0633344172273265,-2.193727859612687,1.8324988933715063,-0.7001099625114044,-0.7211867754606891
0.47634110415728526,0.24049511910343663,-0.1445416328264746,0.83096578602769,0.6836386632385835,-0.9510871205467284,0.2796944427334473,0.2302202481725707,0.27169483943796513,0.9431898849873483,0.7732681513274996,1.4905486610602152,-1.4423812746334599,-0.21400221415752138,-0.3157411684660357,-0.6987002318310058,-1.0143785534488192,-1.036918364137191,1.213494674544795,-1.789282539618751,0.7553284246920575,-0.06769621260594337,-0.7795125843583501,1.2688237180400037,-0.645839886828049,-0.6837000452077306
0.6850359654688103,-1.7424768320320125,0.6352707581009198,0.7619621869285286,0.04054780045215335,0.616813966679362,-1.7023156503634276,-0.2594597249507611,1.0922141048642857,-1.4778207155655652,-0.21052218314221094,-1.3372696306833187,0.7897447190981683,0.7742773370500621,0.45659529055572146,1.8436357188359813,0.3864250702874064,-0.025386207039417342,0.7999313446205366,0.5715645485979873,-0.7956875676810927,1.362372767693563,0.568708392891221,1.0788093120248656,1.4820012769530981,1.6804754765690422
1.1727467162578737,0.6573880128470923,-1.2176104063159303,-0.43544783173043394,-0.7457690244532659,-1.3314983673911167,0.8093327081133429,0.5854302932213202,0.5477617248008909,1.2193387683781547,1.1117630357570896,1.9997677679336472,0.1250945909106826,0.9360033713063437,-1.5593937373092384,0.17778636670022482,0.29643641624786915,-0.7313684895313626,-0.4951611065218653,-0.49158282412874205,1.9451739930056855,-0.04734204943197408,0.2586381006144145,1.5103497092203166,-0.6630814504456605,-0.41032674826301396
-3.027449849664912,0.8721380105021531,0.5965699465172557,0.7720523286027816,0.5315264248014032,0.1377847995876311,0.1753610228177587,-0.48046861437380756,0.756569099103134,-1.9592250066420582,-2.448614981561164,-0.07358566382847355,-1.247748993347351,0.18625696069112008,-0.6274848868356144,-0.6028095825645604,0.8579629219022015,-0.2604846216618481,-1.3742357161008643,1.1199561836584788,-1.1945526451347912,-1.0681195376137362,1.38989186527797,-0.5427792220402161,-0.5516998639424379,-0.49824799955938476
-0.5432849720376588,-0.948110384267136,1.434524479954757,1.0864401363305558,1.2763374915386234,1.2138965032616404,-1.3700895169329605,-0.6974424534198277,2.171332261666821,-1.588923801155075,-0.9305858754945656,0.24463210357384332,-1.5762855194168865,1.3164345636050971,0.5870551203927075,-1.119026459709518,0.43866692734611834,0.3179293365684178,-0.8540187994444671,0.35436675682925123,-0.053910370941597625,-0.543462671063546,0.7766751841041538,-0.7988510498690656,1.1466505684481767,0.9776591120379285
-0.10918114447013572,1.6283431620896156,-1.3788443233142216,0.08543857658426074,-0.7379734257557315,-1.8273087682427096,0.26462885591978863,0.5966925671625295,2.008486211962294,1.0806685799454971,-0.39710400012800234,0.20875652422606925,-1.8770953641298456,0.2831865181332092,-0.35517149390850145,-0.8527799711609774,-1.5542851087081018,0.6488878041687123,-0.29289978131201,-2.7083392925990646,1.8141773688142093,-0.020423747955644892,-0.9905288310487685,0.3731463213974442,0.29593974162076203,-0.9261667129370645
-0.8131359631553403,-0.36459181944668123,1.0642189301010403,0.7693671472674116,1.069101621904689,1.1184763673894813,0.3778524555194409,0.3139392941712897,0.022023533273094684,-0.8174646950091892,-0.3035254196780589,-1.5296799848066471,1.0201311776380335,0.3890470623377297,0.41329883849740934,1.3894299145886388,-0.29064831390135537,-0.630684383070953,0.9862864470157644,-0.14142651500232623,-0.9144744683238644,0.3214699262880021,-0.18260656621424212,0.08488257555071703,-0.4591098300835925,0.1806782555373655
